State,Atmospheric Condition,Crash Date,Fatalities in crash,Roadway,Age,Person Type,Injury Severity,Crash Date.day-of-week
Michigan,Snow,2/6/2011,1,Urban-Principal Arterial-Interstate,21,Driver of a Motor Vehicle In-Transport,Possible Injury (C),7
Michigan,Snow,2/6/2011,1,Urban-Principal Arterial-Interstate,42,Driver of a Motor Vehicle In-Transport,Possible Injury (C),7
Michigan,Snow,2/6/2011,1,Urban-Principal Arterial-Interstate,59,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
Mississippi,Clear,2/6/2011,1,Rural-Major Collector,19,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Mississippi,Clear,2/6/2011,1,Rural-Major Collector,21,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Mississippi,Clear,2/6/2011,1,Rural-Major Collector,27,Passenger of a Motor Vehicle In-Transport,No Injury (O),7
Missouri,Cloudy,2/6/2011,1,Urban-Principal Arterial-Interstate,50,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Alabama,Clear,2/6/2011,1,Rural-Minor Arterial,19,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
Alabama,Clear,2/6/2011,1,Rural-Minor Arterial,22,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Alabama,Clear,2/6/2011,1,Rural-Principal Arterial-Other,21,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
Alabama,Clear,2/6/2011,1,Rural-Principal Arterial-Other,24,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
Alabama,Clear,2/6/2011,1,Rural-Principal Arterial-Other,,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
New York,Cloudy,2/6/2011,1,Rural-Principal Arterial-Other,27,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
New York,Cloudy,2/6/2011,1,Rural-Principal Arterial-Other,43,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
New York,Cloudy,2/6/2011,1,Rural-Principal Arterial-Other,84,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
New York,Cloudy,2/6/2011,1,Rural-Principal Arterial-Other,98,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
Tennessee,Cloudy,2/6/2011,1,Urban-Collector,19,Driver of a Motor Vehicle In-Transport,No Injury (O),7
Pennsylvania,Clear,2/6/2011,1,Urban-Principal Arterial-Interstate,51,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Rhode Island,Clear,2/7/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,46,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Rhode Island,Clear,2/7/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,50,Passenger of a Motor Vehicle In-Transport,Possible Injury (C),1
Idaho,Cloudy,2/7/2011,1,Rural-Principal Arterial-Other,20,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),1
Idaho,Cloudy,2/7/2011,1,Rural-Principal Arterial-Other,23,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),1
Idaho,Cloudy,2/7/2011,1,Rural-Principal Arterial-Other,31,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),1
Idaho,Cloudy,2/7/2011,1,Rural-Principal Arterial-Other,50,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),1
Idaho,Cloudy,2/7/2011,1,Rural-Principal Arterial-Other,61,Driver of a Motor Vehicle In-Transport,No Injury (O),1
Idaho,Cloudy,2/7/2011,1,Rural-Principal Arterial-Other,69,Driver of a Motor Vehicle In-Transport,No Injury (O),1
Idaho,Cloudy,2/7/2011,1,Rural-Principal Arterial-Other,88,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),1
Iowa,Clear,2/7/2011,1,Urban-Local Road or Street,30,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
West Virginia,Snow,2/7/2011,1,Urban-Other Principal Arterial,22,Driver of a Motor Vehicle In-Transport,Possible Injury (C),1
West Virginia,Snow,2/7/2011,1,Urban-Other Principal Arterial,46,Pedestrian,Fatal Injury (K),1
West Virginia,Clear,2/7/2011,1,Rural-Principal Arterial-Interstate,54,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),1
West Virginia,Clear,2/7/2011,1,Rural-Principal Arterial-Interstate,88,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Minnesota,Blowing Snow,2/7/2011,1,Rural-Local Road or Street,78,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
West Virginia,Clear,2/7/2011,1,Rural-Major Collector,80,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Minnesota,Cloudy,2/7/2011,1,Urban-Local Road or Street,86,Driver of a Motor Vehicle In-Transport,Possible Injury (C),1
Oregon,Rain,2/7/2011,1,Urban-Other Principal Arterial,27,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),1
Oregon,Rain,2/7/2011,1,Urban-Other Principal Arterial,34,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),1
Maryland,Clear,2/7/2011,2,Urban-Collector,19,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Oklahoma,Cloudy,2/7/2011,1,Urban-Local Road or Street,22,Driver of a Motor Vehicle In-Transport,No Injury (O),1
Oklahoma,Cloudy,2/7/2011,1,Urban-Local Road or Street,37,Pedestrian,Fatal Injury (K),1
Missouri,Cloudy,2/7/2011,1,Urban-Principal Arterial-Interstate,28,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Idaho,Cloudy,2/7/2011,1,Rural-Principal Arterial-Other,72,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
South Carolina,Rain,2/7/2011,1,Rural-Major Collector,12,Passenger of a Motor Vehicle In-Transport,Possible Injury (C),1
South Carolina,Rain,2/7/2011,1,Rural-Major Collector,51,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),1
South Carolina,Rain,2/7/2011,1,Rural-Major Collector,56,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
South Carolina,Clear,2/7/2011,1,Rural-Major Collector,50,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),1
Virginia,Clear,2/7/2011,1,Urban-Minor Arterial,19,Driver of a Motor Vehicle In-Transport,No Injury (O),1
Virginia,Clear,2/7/2011,1,Urban-Minor Arterial,48,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),1
Indiana,Clear,2/7/2011,1,Rural-Major Collector,40,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),1
Kentucky,Snow,2/7/2011,1,Rural-Principal Arterial-Other,36,Passenger of a Motor Vehicle In-Transport,Possible Injury (C),1
Kentucky,Snow,2/7/2011,1,Rural-Principal Arterial-Other,77,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Florida,Rain,2/7/2011,1,Rural-Minor Arterial,23,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),1
New Jersey,Clear,2/7/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,24,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),1
New Jersey,Clear,2/7/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,32,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Arizona,Clear,2/7/2011,1,Urban-Other Principal Arterial,23,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),1
Arizona,Clear,2/7/2011,1,Urban-Other Principal Arterial,54,Passenger of a Motor Vehicle In-Transport,No Injury (O),1
Arizona,Clear,2/7/2011,1,Urban-Other Principal Arterial,63,Driver of a Motor Vehicle In-Transport,No Injury (O),1
Kentucky,Clear,2/7/2011,1,Rural-Major Collector,30,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Kentucky,Clear,2/7/2011,1,Rural-Major Collector,49,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),1
Mississippi,Clear,2/7/2011,1,Rural-Principal Arterial-Other,33,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Alabama,Clear,2/7/2011,1,Rural-Major Collector,32,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Kentucky,Rain,2/7/2011,1,Rural-Principal Arterial-Other,,Passenger of a Motor Vehicle In-Transport,No Injury (O),1
Maryland,Clear,2/7/2011,1,Rural-Local Road or Street,37,Driver of a Motor Vehicle In-Transport,No Injury (O),1
District of Columbia,Clear,2/8/2011,1,Urban-Local Road or Street,11,Passenger of a Motor Vehicle In-Transport,No Injury (O),2
District of Columbia,Clear,2/8/2011,1,Urban-Local Road or Street,32,Passenger of a Motor Vehicle In-Transport,No Injury (O),2
District of Columbia,Clear,2/8/2011,1,Urban-Local Road or Street,65,Pedestrian,Fatal Injury (K),2
District of Columbia,Clear,2/8/2011,1,Urban-Local Road or Street,6,Passenger of a Motor Vehicle In-Transport,No Injury (O),2
District of Columbia,Clear,2/8/2011,1,Urban-Local Road or Street,33,Driver of a Motor Vehicle In-Transport,No Injury (O),2
Utah,Clear,2/8/2011,1,Urban-Local Road or Street,21,Driver of a Motor Vehicle In-Transport,No Injury (O),2
Utah,Clear,2/8/2011,1,Urban-Local Road or Street,54,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),2
Maine,Cloudy,2/8/2011,1,Rural-Local Road or Street,21,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),2
New Mexico,Clear,2/8/2011,1,Rural-Principal Arterial-Other,24,Pedestrian,Fatal Injury (K),2
New Mexico,Clear,2/8/2011,1,Rural-Principal Arterial-Other,26,Driver of a Motor Vehicle In-Transport,No Injury (O),2
New Mexico,Clear,2/8/2011,1,Rural-Principal Arterial-Interstate,14,Passenger of a Motor Vehicle In-Transport,No Injury (O),2
New Mexico,Clear,2/8/2011,1,Rural-Principal Arterial-Interstate,34,Driver of a Motor Vehicle In-Transport,No Injury (O),2
New Mexico,Clear,2/8/2011,1,Rural-Principal Arterial-Interstate,50,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),2
New Jersey,Cloudy,2/8/2011,1,Urban-Collector,77,Driver of a Motor Vehicle In-Transport,Possible Injury (C),2
West Virginia,Cloudy,2/8/2011,1,Rural-Major Collector,16,Driver of a Motor Vehicle In-Transport,Possible Injury (C),2
Colorado,Cloudy,2/8/2011,1,Urban-Other Principal Arterial,18,Driver of a Motor Vehicle In-Transport,No Injury (O),2
Colorado,Cloudy,2/8/2011,1,Urban-Other Principal Arterial,58,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),2
Maine,Cloudy,2/8/2011,1,Rural-Local Road or Street,26,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),2
Louisiana,Clear,2/8/2011,1,Urban-Principal Arterial-Interstate,49,Driver of a Motor Vehicle In-Transport,No Injury (O),2
Illinois,Clear,2/8/2011,1,Rural-Major Collector,30,Driver of a Motor Vehicle In-Transport,No Injury (O),2
Illinois,Clear,2/8/2011,1,Rural-Major Collector,69,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),2
South Carolina,Clear,2/8/2011,2,Rural-Major Collector,27,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),2
South Carolina,Clear,2/8/2011,2,Rural-Major Collector,33,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),2
South Carolina,Clear,2/8/2011,2,Rural-Major Collector,48,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),2
South Carolina,Clear,2/8/2011,1,Rural-Principal Arterial-Interstate,44,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),2
Kentucky,Cloudy,2/8/2011,1,Urban-Other Principal Arterial,16,Pedestrian,Fatal Injury (K),2
Kentucky,Cloudy,2/8/2011,1,Urban-Other Principal Arterial,27,Driver of a Motor Vehicle In-Transport,No Injury (O),2
Louisiana,Clear,2/8/2011,1,Urban-Minor Arterial,28,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),2
South Carolina,Clear,2/8/2011,1,Rural-Minor Collector,48,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),2
South Carolina,Clear,2/8/2011,1,Urban-Other Principal Arterial,36,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),2
South Carolina,Clear,2/8/2011,1,Urban-Other Principal Arterial,43,Driver of a Motor Vehicle In-Transport,No Injury (O),2
Tennessee,Cloudy,2/8/2011,1,Rural-Minor Arterial,61,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),2
Tennessee,Clear,2/8/2011,1,Rural-Principal Arterial-Other,59,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),2
Florida,Clear,2/8/2011,1,Rural-Minor Arterial,26,Pedestrian,Fatal Injury (K),2
Virginia,Clear,2/8/2011,1,Urban-Collector,28,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),2
Mississippi,Clear,2/8/2011,3,Rural-Major Collector,37,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),2
Mississippi,Clear,2/8/2011,3,Rural-Major Collector,53,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),2
Mississippi,Clear,2/8/2011,3,Rural-Major Collector,54,Driver of a Motor Vehicle In-Transport,Possible Injury (C),2
Tennessee,Clear,2/8/2011,2,Rural-Principal Arterial-Other,17,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),2
Tennessee,Clear,2/8/2011,2,Rural-Principal Arterial-Other,23,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),2
Alabama,Clear,2/8/2011,2,Rural-Major Collector,27,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),2
Alabama,Clear,2/8/2011,2,Rural-Major Collector,57,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),2
New York,Snow,2/8/2011,1,Rural-Minor Arterial,19,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),2
New York,Snow,2/8/2011,1,Rural-Minor Arterial,21,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),2
Florida,Clear,2/8/2011,1,Urban-Principal Arterial-Interstate,35,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),2
Vermont,Clear,2/9/2011,1,Rural-Minor Arterial,34,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),3
Delaware,Clear,2/9/2011,1,Rural-Minor Arterial,53,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),3
Delaware,Clear,2/9/2011,1,Rural-Minor Arterial,57,Driver of a Motor Vehicle In-Transport,No Injury (O),3
Maine,Clear,2/9/2011,1,Rural-Local Road or Street,17,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),3
Maine,Clear,2/9/2011,1,Rural-Local Road or Street,52,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),3
Vermont,Clear,2/9/2011,1,Rural-Minor Arterial,48,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),3
Minnesota,Clear,2/9/2011,1,Rural-Major Collector,45,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),3
Washington,Clear,2/9/2011,1,Urban-Other Principal Arterial,7,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),3
Washington,Clear,2/9/2011,1,Urban-Other Principal Arterial,25,Driver of a Motor Vehicle In-Transport,No Injury (O),3
Washington,Clear,2/9/2011,1,Urban-Other Principal Arterial,67,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),3
Washington,Clear,2/9/2011,1,Urban-Minor Arterial,16,Driver of a Motor Vehicle In-Transport,Possible Injury (C),3
Washington,Clear,2/9/2011,1,Urban-Minor Arterial,55,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),3
Ohio,Clear,2/9/2011,1,Urban-Minor Arterial,28,Driver of a Motor Vehicle In-Transport,No Injury (O),3
Ohio,Clear,2/9/2011,1,Urban-Minor Arterial,32,Passenger of a Motor Vehicle In-Transport,No Injury (O),3
Oregon,Clear,2/9/2011,1,Urban-Other Principal Arterial,45,Pedestrian,Fatal Injury (K),3
Oregon,Cloudy,2/9/2011,1,Urban-Minor Arterial,63,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),3
Missouri,Clear,2/9/2011,1,Urban-Other Principal Arterial,14,Passenger of a Motor Vehicle In-Transport,No Injury (O),3
Missouri,Clear,2/9/2011,1,Urban-Other Principal Arterial,42,Pedestrian,Fatal Injury (K),3
Missouri,Clear,2/9/2011,1,Urban-Other Principal Arterial,47,Driver of a Motor Vehicle In-Transport,No Injury (O),3
Wisconsin,Clear,2/9/2011,1,Rural-Principal Arterial-Other,18,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),3
Wisconsin,Clear,2/9/2011,1,Rural-Principal Arterial-Other,63,Driver of a Motor Vehicle In-Transport,No Injury (O),3
Arkansas,Snow,2/9/2011,1,Rural-Principal Arterial-Interstate,34,Driver of a Motor Vehicle In-Transport,No Injury (O),3
Arkansas,Snow,2/9/2011,1,Rural-Principal Arterial-Interstate,48,Driver of a Motor Vehicle In-Transport,No Injury (O),3
Arkansas,Snow,2/9/2011,1,Rural-Principal Arterial-Interstate,49,Driver of a Motor Vehicle In-Transport,No Injury (O),3
Arkansas,Snow,2/9/2011,1,Rural-Principal Arterial-Interstate,51,Driver of a Motor Vehicle In-Transport,No Injury (O),3
Arkansas,Snow,2/9/2011,2,Rural-Principal Arterial-Interstate,1,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),3
Arkansas,Snow,2/9/2011,2,Rural-Principal Arterial-Interstate,23,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),3
Arkansas,Snow,2/9/2011,2,Rural-Principal Arterial-Interstate,43,Passenger of a Motor Vehicle In-Transport,No Injury (O),3
Virginia,Clear,2/9/2011,1,Rural-Major Collector,29,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),3
Illinois,Clear,2/9/2011,1,Urban-Principal Arterial-Interstate,6,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),3
Kentucky,Cloudy,2/9/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,1,Passenger of a Motor Vehicle In-Transport,Possible Injury (C),3
Kentucky,Cloudy,2/9/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,29,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),3
Kentucky,Cloudy,2/9/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,33,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),3
Kentucky,Snow,2/9/2011,1,Rural-Principal Arterial-Other,59,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),3
South Carolina,Clear,2/9/2011,1,Rural-Major Collector,41,Driver of a Motor Vehicle In-Transport,No Injury (O),3
South Carolina,Clear,2/9/2011,1,Rural-Major Collector,87,Pedestrian,Fatal Injury (K),3
Tennessee,Clear,2/9/2011,2,Rural-Principal Arterial-Interstate,27,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),3
Illinois,Clear,2/9/2011,1,Urban-Principal Arterial-Interstate,42,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),3
Kentucky,Clear,2/9/2011,1,Rural-Principal Arterial-Interstate,53,Pedestrian,Fatal Injury (K),3
Indiana,Clear,2/9/2011,1,Rural-Major Collector,,Driver of a Motor Vehicle In-Transport,No Injury (O),3
New York,Cloudy,2/9/2011,1,Rural-Local Road or Street,51,Pedestrian,Fatal Injury (K),3
Wisconsin,Clear,2/9/2011,1,Urban-Other Principal Arterial,32,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),3
Wisconsin,Clear,2/9/2011,1,Urban-Other Principal Arterial,32,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),3
Wisconsin,Clear,2/9/2011,1,Urban-Other Principal Arterial,37,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),3
Wisconsin,Clear,2/9/2011,1,Urban-Other Principal Arterial,38,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),3
Mississippi,Clear,2/9/2011,1,Rural-Principal Arterial-Interstate,29,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),3
Tennessee,Clear,2/9/2011,1,Urban-Other Principal Arterial,36,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),3
Tennessee,Clear,2/9/2011,1,Urban-Other Principal Arterial,69,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),3
Missouri,Snow,2/9/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,29,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),3
Virginia,Snow,2/9/2011,1,Rural-Minor Arterial,57,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),3
Maine,Clear,2/10/2011,1,Rural-Local Road or Street,16,Pedestrian,Fatal Injury (K),4
Maine,Clear,2/10/2011,1,Rural-Local Road or Street,39,Driver of a Motor Vehicle In-Transport,No Injury (O),4
New Jersey,Clear,2/10/2011,1,Urban-Other Principal Arterial,36,Pedestrian,Fatal Injury (K),4
New Jersey,Clear,2/10/2011,1,Urban-Other Principal Arterial,57,Driver of a Motor Vehicle In-Transport,No Injury (O),4
West Virginia,Clear,2/10/2011,1,Rural-Principal Arterial-Interstate,46,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),4
Ohio,Clear,2/10/2011,1,Rural-Principal Arterial-Other,57,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),4
Nebraska,Clear,2/10/2011,1,Rural-Local Road or Street,23,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),4
Louisiana,Clear,2/10/2011,1,Rural-Major Collector,52,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),4
